Anglican Nonconformist
curable incurable
curableness incurableness
curb accelerate
curdle homogenise
curdle homogenize
cure cause
curious incurious
curliness straightness
curly straight
current noncurrent
curse bless
curse pity
cursed blessed
cursorial fossorial
curtail boost
curtail expand
curtail facilitate
curtail hinder
curtail increase
curtail reduce
curtail stimulate
curtained curtainless
curtainless curtained
curve straight_line
curved straight
custom-made ready-made
cut boost
cut hike
cut uncut
cycle row
cyclic acyclic
cyclic noncyclic
cyclone anticyclone
dabbling_duck diving_duck
damage raze
damage submerge
damaged undamaged
damn darn
damn embarrass
dampen boost
dampen fuel
dampen heighten
dampen reflect
dampen spur
dampen stimulate
dance singe
danger safety
dangerous safe
dangerousness safeness
dare hate
dark light
darken brighten
darken lighten
darkness lightness
darn damn
datable undatable
daughter son
day night
day_game night_game
day_school boarding_school
day_school night_school
de-energise energise
de-energize energize
de-escalate escalate
de-iodinate iodinate
de-iodinating iodinating
de-ionate ionate
de_facto de_jure
de_jure de_facto
deactivate activate
deactivation activation
dead alive
dead live
dead living
deaden enliven
deaf hearing
death birth
debilitating invigorating
debit credit
debtor creditor
debug bug
debunk document
decalcify calcify
deceive undeceive
decelerate accelerate
deceleration acceleration
decency indecency
decent indecent
decently indecently
decentralization centralization
decentralize centralise
decentralize centralize
decentralized centralized
decentralizing centralizing
decertify certify
decide consider
deciduous evergreen
deciduous_plant evergreen_plant
decimate threaten
deciphered undeciphered
decision indecision
decisive indecisive
decisively indecisively
decisiveness indecisiveness
declarative interrogative
declaratory interrogatory
declare reiterate
declare renounce
declared undeclared
declassification classification
declassify classify
decline grow
decline improvement
decline rise
decode embed
decode encode
decode sequence
decolonise colonise
decolonize colonize
decompress compress
decompression compression
deconcentrate concentrate
decontaminate contaminate
decontamination contamination
decorous indecorous
decorously indecorously
decorousness indecorousness
decorum indecorum
decrease climb
decrease exceed
decrease grow
decrease increase
decrease rise
decreased increased
decreasing increasing
decree legislate
decrement increment
decrescendo crescendo
decriminalisation criminalisation
decriminalise criminalise
decriminalization criminalization
decriminalize criminalize
decry advocate
decry applaud
decry endorse
decry resist
dedicated undedicated
dedicated_file_server non-dedicated_file_server
dedifferentiate differentiate
deduct refund
deductible nondeductible
deductive inductive
deem enforce
deem ignore
deem recommend
deep shallow
deepen alleviate
deepen ease
deepness shallowness
deface defile
default pay_up
defeasible indefeasible
defeat victory
defeated undefeated
defence offence
defend assail
defend attack
defend challenge
defend condemn
defend criticize
defend denounce
defend oppose
defend prosecute
defend reject
defendant plaintiff
defense offense
defense prosecution
defensive offensive
defensively offensively
defer accept
defer approve
defer authorize
defer cancel
defer propose
defer refuse
defer rescind
defiant compliant
deficit lead
defile deface
defined undefined
definite indefinite
deflate inflate
deflation disinflation
deflation inflation
deflationary inflationary
deflationary_spiral inflationary_spiral
deflect answer
deflect sidestep
deflect tip
defraud sue
defrost thaw
defuse detonate
defuse escalate
defuse fuse
defuse inflame
defuse provoke
defy accept
defy circumvent
defy lend_oneself
defy obey
defy respect
deglycerolize glycerolize
degrade aggrade
degrade harm
dehiscent indehiscent
dehumanize humanize
dehumidify humidify
dehydrate hydrate
dehydrogenate hydrogenate
dejected elated
delay accelerate
delay approve
delay expedite
delay hasten
delay rush
delete append
delete correct
delete encrypt
delete insert
delete rewrite
deliberately accidentally
delicate rugged
delineated undelineated
deliver promise
demagnetise magnetise
demagnetize magnetize
demand reject
demand supply
demanding undemanding
dematerialise materialise
dematerialize materialize
demerit merit
demilitarise militarise
demilitarize militarize
demobilise mobilise
demobilization mobilization
demobilize mobilize
democratic undemocratic
democratically undemocratically
demolish refurbish
demolish renovate
demonetization monetization
demonstrative undemonstrative
demote promote
demote sack
demotion promotion
demulsify emulsify
demystify mystify
demythologize mythologize
denationalise nationalise
denationalization nationalization
denationalize nationalize
denaturalize naturalize
denazify nazify
deniable undeniable
denigrate compliment
denitrify nitrify
denotative connotative
denounce advocate
denounce endorse
denounce praise
denounce support
denounce urge
deny accept
deny acknowledge
deny admit
deny allow
deny confirm
deny disclose
deny grant
deny reiterate
deny renew
deny withdraw
deodorize odorize
deodourise odourise
deoxidise oxidise
deoxidize oxidize
depart stay
dependability undependability
dependable undependable
dependableness undependableness
dependably undependably
dependent independent
depersonalise personalise
depersonalize personalize
depict symbolize
depigmentation pigmentation
deplore welcome
deploy redeploy
deport execute
deport jail
deport naturalize
deport prosecute
deposit borrow
deposit reinvest
deposit withdraw
depreciate appreciate
depreciation appreciation
depress boost
depress elate
depress stimulate
depressant stimulative
depressing cheerful
depression elation
depressurise pressurise
depressurize pressurize
deprive deter
deprive enrich
derail fuel
derail hamper
derail weaken
deregulate regulate
derequisition requisition
derestrict restrict
deride applaud
deride embrace
derivational inflectional
derived underived
desalinate salinate
descend ascend
descendant ancestor
descending ascending
descending_node ascending_node
descent ascent
descriptive prescriptive
descriptive undescriptive
descriptive_linguistics prescriptive_linguistics
desecrate consecrate
desecrated consecrated
desegregate segregate
desensitise sensitise
desensitize sensitize
desensitizing sensitizing
desert occupy
deserve accept
deserve appreciate
deserve feel
deserve get
deserve have
deserve make
deservedly undeservedly
designed undesigned
desirability undesirability
desirable undesirable
desire enjoy
desire judge
desire regret
desirous undesirous
despair hope
despise adore
despise embrace
despise forgive
despise love
destabilisation stabilisation
destabilise stabilise
destabilise stabilize
destabilization stabilization
destabilize stabilize
destalinize stalinize
destroyed preserved
destructibility indestructibility
destructible indestructible
destructive constructive
destructiveness constructiveness
desynchronise synchronise
desynchronization synchronization
desynchronize synchronize
desynchronizing synchronizing
detach attach
detachable attachable
detached attached
detail summarize
detain massacre
detect found
detected undetected
deter embolden
deter encourage
deter escalate
deter prompt
deteriorate recuperate
determinable indeterminable
determinate indeterminate
determined undetermined
detest admire
detest adore
detest love
dethrone enthrone
detonate defuse
detransitivize transitivize
detribalisation tribalisation
detribalization tribalization
developed undeveloped
development nondevelopment
deviate conform
devitalize vitalize
devoice voice
devolution evolution
dextral sinistral
dextrorotation levorotation
diabatic adiabatic
diachronic synchronic
diadromous anadromous
diadromous catadromous
diapsid anapsid
diatonic chromatic
dice grate
dice shred
diclinous monoclinous
dicotyledonous monocotyledonous
dictate respect
die be_born
differ equal
difference sameness
different same
differentiate dedifferentiate
differentiate integrate
differentiated undifferentiated
difficult easy
difficulty ease
diffidence confidence
diffident confident
digestibility indigestibility
digestible indigestible
digital analogue
digitigrade plantigrade
digitigrade_mammal plantigrade_mammal
dignified undignified
dilate constrict
diligent negligent
dilute affect
dilute enhance
dilute increase
diluted undiluted
dilution concentration
dim brighten
dim rekindle
diminish bolster
diminish boost
diminish heighten
diminish increase
diminish sap
diminution augmentation
dimmed undimmed
dioecious monoecious
dip drop
dip slip
diploid haploid
diploid polyploid
diplomatic undiplomatic
diplomatically undiplomatically
direct alternating
direct indirect
direct inverse
direct retrograde
direct_current alternating_current
direct_discourse indirect_discourse
direct_evidence circumstantial_evidence
directional omnidirectional
directly indirectly
directness indirectness
dirtiness cleanness
dirty clean
disable enable
disable reboot
disabling enabling
disadvantage advantage
disadvantageous advantageous
disadvantageously advantageously
disagree agree
disagreeable agreeable
disagreeableness agreeableness
disagreeably agreeably
disagreement agreement
disallow allow
disallow permit
disappear appear
disappearance appearance
disappoint excite
disappoint gratify
disappoint please
disapprobation approbation
disapproval approval
disapprove approve
disapprove condone
disapprove endorse
disapprove table
disapprovingly approvingly
disarm arm
disarmament armament
disarming arming
disarrange arrange
disarranged arranged
disassemble assemble
disassembly assembly
disassociation association
disassortative_mating assortative_mating
disavow avow
disbelieve believe
discalced calced
discard stockpile
discernible indiscernible
discerning undiscerning
discharge charge
discharge enlist
discharge recycle
discipline indiscipline
disclaim claim
disclose conceal
disclose deny
disclose withhold
discolor color
discomfort comfort
discomposed composed
discomposure composure
disconcert excite
disconnect connect
disconnect reroute
disconnectedness connectedness
discontent content
discontented contented
discontentment contentment
discontinuance continuance
discontinuation continuation
discontinue cancel
discontinue continue
discontinue redesign
discontinued continued
discontinuity continuity
discontinuous continuous
discordant accordant
